individu_id,date,activite,duree,unite,poids_kg,calories
1041,2025-02-26,course,73.1,min,79.8,1112.4
1041,2025-02-27,course,47.06,min,79.8,620.5
1041,2025-02-28,course,1.37,h,79.8,1055.2
1041,2025-03-01,cours,51.06,min,79.8,672.1
1042,2025-01-01,natation,44.86,min,80.0,480.9
1042,2025-01-02,velo,1.04,h,80.0,647.1
1042,2025-01-03,velo,49.74,min,80.0,482.2
1042,2025-01-04,course,32.42,min,80.0,455.6
1042,2025-01-05,course,1.22,h,,994.1
1042,2025-01-06,velò,15.42,min,80.0,186.1
1042,2025-01-07,velo,61.22,min,80.0,557.4
1042,2025-01-08,velo,42.32,min,80.0,541.8
1042,2025-01-09,natation,34.99,min,80.0,290.5
1042,2025-01-10,velo,57.03,min,80.0,451.1
1042,2025-01-11,run,40.92,min,80.0,510.0
1042,2025-01-12,course,1.03,h,80.0,897.2
1042,2025-01-13,velo,22.18,min,80.0,249.1
1042,2025-01-14,course,0.38,h,80.0,297.3
1042,2025-01-15,natation,41.22,min,80.0,417.3
1042,2025-01-16,natation,70.45,min,80.0,862.4
1042,2025-01-17,natation,44.39,min,80.0,491.9
1042,2025-01-18,velo,49.59,min,80.0,542.8
1042,2025-01-19,natation,65.09,min,80.0,713.6
1042,2025-01-20,course,0.59,h,80.0,385.4
1042,2025-01-21,velo,36.24,min,80.0,421.3
1042,2025-01-22,velo,29.27,min,80.0,302.3
1042,2025-01-23,velo,28.8,min,80.0,321.4
1042,2025-01-24,natation,0.94,h,80.0,707.3
1042,2025-01-25,natation,65.29,min,80.0,700.6
1042,2025-01-26,velò,41.94,min,80.0,410.1
1042,2025-01-27,velo,36.62,min,80.0,377.9
1042,2025-01-28,velo,1.51,h,80.0,1074.1
1042,2025-01-29,course,10.0,min,80.0,125.6
1042,2025-01-30,velo,1.18,h,80.0,555.4
1042,2025-01-31,velo,1.3,h,80.0,856.8
1042,2025-02-01,velo,50.15,min,80.0,541.7
1042,2025-02-02,natation,39.06,min,80.0,493.6
1042,2025-02-03,course,53.34,min,80.0,766.3
1042,2025-02-04,course,55.37,min,80.0,790.1
1042,2025-02-05,course,54.05,min,80.0,691.2
1042,2025-02-06,course,32.28,min,80.0,356.2
1042,2025-02-07,course,1.26,h,80.0,939.9
1042,2025-02-08,velo,25.19,min,80.0,284.9
1042,2025-02-09,natation,32.0,min,80.0,378.7
1042,2025-02-10,natation,56.62,min,80.0,516.6
1042,2025-02-11,course,51.52,min,80.0,819.4
1042,2025-02-12,velo,0.71,h,80.0,450.0
1042,2025-02-13,course,1.02,h,80.0,899.3
1042,2025-02-14,velo,0.89,h,80.0,546.2
1042,2025-02-15,course,0.6,h,80.0,513.5
1042,2025-02-16,course,48.31,min,80.0,754.5
1042,2025-02-17,velo,47.05,min,80.0,503.5
1042,2025-02-18,course,42.75,min,80.0,574.9
1042,2025-02-19,velo,1.06,h,80.0,654.9
1042,2025-02-20,velo,45.62,min,80.0,473.9
1042,2025-02-21,velo,45.88,min,80.0,464.2
1042,2025-02-22,course,38.63,min,80.0,511.5
1042,2025-02-23,velo,1.08,h,80.0,677.5
1042,2025-02-24,velo,71.17,min,80.0,750.3
1042,2025-02-25,velo,13.28,min,80.0,112.3
1042,2025-02-26,natation,55.18,min,80.0,611.5
1042,2025-02-27,velo,27.09,min,80.0,324.2
1042,2025-02-28,course,42.27,min,,608.7
1042,2025-03-01,course,66.7,min,80.0,961.0
1043,2025-01-01,run,59.77,min,67.4,771.4
1043,2025-01-02,velo,51.78,min,67.4,447.1
1043,2025-01-03,velo,50.21,min,67.4,468.7
1043,2025-01-04,course,48.62,min,67.4,612.7
1043,2025-01-05,course,40.66,min,67.4,473.5
1043,2025-01-06,course,80.15,min,67.4,928.0
1043,2025-01-07,course,0.94,h,67.4,753.0
1043,2025-01-08,course,72.73,min,67.4,666.0
1043,2025-01-09,velo,1.08,h,67.4,703.1
1043,2025-01-10,course,38.85,min,67.4,438.1
1043,2025-01-11,natation,75.3,min,67.4,731.8
1043,2025-01-12,velo,61.4,min,67.4,677.8
1043,2025-01-13,course,12.63,min,67.4,143.0
1043,2025-01-14,velo,58.59,min,67.4,553.3
1043,2025-01-15,velo,20.33,min,67.4,173.0
1043,2025-01-16,course,59.52,min,67.4,1448.1
1043,2025-01-17,velo,0.95,h,67.4,451.8
1043,2025-01-18,natation,16.3,min,67.4,166.1
1043,2025-01-19,course,77.88,min,67.4,956.9
1043,2025-01-20,course,50.7,min,67.4,501.3
1043,2025-01-21,course,44.93,min,67.4,445.8
1043,2025-01-22,velo,38.24,min,67.4,340.4
1043,2025-01-23,course,65.53,min,67.4,875.4
1043,2025-01-24,course,1.2,h,67.4,836.2
1043,2025-01-25,velo,78.96,min,67.4,695.0
1043,2025-01-26,course,32.32,min,67.4,369.9
1043,2025-01-27,natation,56.25,min,67.4,499.0
1043,2025-01-28,velo,0.79,h,67.4,435.7
1043,2025-01-29,natation,48.22,min,67.4,467.0
1043,2025-01-30,course,59.09,min,67.4,737.3
1043,2025-01-31,natation,46.6,min,67.4,512.0
1043,2025-02-01,velo,59.38,min,67.4,549.3
1043,2025-02-02,course,32.6,min,67.4,360.0
1043,2025-02-03,natation,1.46,h,67.4,883.9
1043,2025-02-04,natation,1.03,h,67.4,568.3
1043,2025-02-05,course,1.3,h,67.4,956.0
1043,2025-02-06,course,54.83,min,67.4,671.7
1043,2025-02-07,velo,1.02,h,67.4,568.5
1043,2025-02-08,velo,1.07,h,67.4,461.1
1043,2025-02-09,run,38.2,min,67.4,382.3
1043,2025-02-10,velo,42.08,min,67.4,331.1
1043,2025-02-11,course,35.01,min,67.4,398.3
1043,2025-02-12,natation,57.25,min,67.4,504.5
1043,2025-02-13,course,61.57,min,67.4,768.4
1043,2025-02-14,velo,61.86,min,67.4,548.5
1043,2025-02-15,cours,1.06,h,67.4,847.7
1043,2025-02-16,velo,21.58,min,67.4,175.4
1043,2025-02-17,velo,27.58,min,67.4,249.8
1043,2025-02-18,course,73.32,min,67.4,812.0
1043,2025-02-19,natation,44.56,min,67.4,385.1
1043,2025-02-20,velo,40.81,min,67.4,295.2
1043,2025-02-21,velo,1.29,h,67.4,720.0
1043,2025-02-22,course,64.37,min,67.4,713.9
1043,2025-02-23,velo,67.41,min,67.4,529.6
1043,2025-02-24,natation,63.21,min,67.4,635.5
1043,2025-02-25,course,1.12,h,67.4,735.7
1043,2025-02-26,velo,51.51,min,67.4,427.2
1043,2025-02-27,run,0.47,h,67.4,250.2
1043,2025-02-28,cours,0.99,h,67.4,796.3
1043,2025-03-01,course,1.27,h,67.4,959.0
1044,2025-01-01,velo,41.57,min,64.2,365.3
1044,2025-01-02,velo,31.79,min,64.2,313.2
1044,2025-01-03,course,58.02,min,64.2,678.0
1044,2025-01-04,natation,35.08,min,64.2,374.2
1044,2025-01-05,velo,73.58,min,64.2,765.9
1044,2025-01-06,velò,1.0,h,64.2,512.9
1044,2025-01-07,course,0.82,h,64.2,535.8
1044,2025-01-08,natation,43.67,min,64.2,398.6
1044,2025-01-09,velo,22.22,min,64.2,177.1
1044,2025-01-10,natation,0.77,h,64.2,456.6
1044,2025-01-11,course,43.74,min,64.2,497.8
1044,2025-01-12,natation,34.97,min,64.2,297.0
1044,2025-01-13,course,50.95,min,64.2,519.1
1044,2025-01-14,natation,47.3,min,64.2,469.4
1044,2025-01-15,course,55.73,min,64.2,436.9
1044,2025-01-16,velo,73.39,min,64.2,531.1
1044,2025-01-17,course,42.86,min,64.2,457.4
1044,2025-01-18,course,37.16,min,64.2,469.1
1044,2025-01-19,course,44.5,min,64.2,514.9
1044,2025-01-20,velo,20.27,min,64.2,169.2
1044,2025-01-21,natation,52.16,min,64.2,524.2
1044,2025-01-22,velo,1.24,h,64.2,623.0
1044,2025-01-23,velò,38.08,min,64.2,337.2
1044,2025-01-24,course,72.76,min,64.2,846.2
1044,2025-01-25,course,55.81,min,64.2,652.7
1044,2025-01-26,velo,44.6,min,64.2,432.0
1044,2025-01-27,velo,43.51,min,64.2,409.4
1044,2025-01-28,course,46.65,min,64.2,623.4
1044,2025-01-29,velo,71.29,min,64.2,633.7
1044,2025-01-30,velo,47.05,min,64.2,431.7
1044,2025-01-31,run,31.84,min,64.2,339.7
1044,2025-02-01,course,53.22,min,64.2,534.3
1044,2025-02-02,course,33.62,min,64.2,378.4
1044,2025-02-03,natation,39.87,min,64.2,349.9
1044,2025-02-04,course,48.44,min,,575.5
1044,2025-02-05,velo,40.19,min,64.2,292.3
1044,2025-02-06,course,49.68,min,64.2,548.2
1044,2025-02-07,natation,39.2,min,64.2,334.4
1044,2025-02-08,velo,39.88,min,64.2,332.3
1044,2025-02-09,velo,0.99,h,64.2,422.7
1044,2025-02-10,course,75.08,min,64.2,781.8
1044,2025-02-11,velo,59.83,min,64.2,517.6
1044,2025-02-12,course,46.74,min,64.2,514.9
1044,2025-02-13,velo,46.9,min,64.2,402.3
1044,2025-02-14,course,31.49,min,64.2,329.3
1044,2025-02-15,velo,47.25,min,64.2,386.0
1044,2025-02-16,velo,49.87,min,64.2,473.1
1044,2025-02-17,course,72.7,min,64.2,846.3
1044,2025-02-18,velo,55.14,min,64.2,505.3
1044,2025-02-19,velo,72.16,min,64.2,532.8
1044,2025-02-20,velo,36.43,min,64.2,311.0
1044,2025-02-21,course,32.19,min,64.2,384.7
1044,2025-02-22,velo,35.36,min,64.2,287.5
1044,2025-02-23,course,35.78,min,64.2,381.0
1044,2025-02-24,velo,21.53,min,64.2,175.4
1044,2025-02-25,course,55.89,min,64.2,608.3
1044,2025-02-26,velo,0.71,h,64.2,337.6
1044,2025-02-27,velò,30.39,min,64.2,273.1
1044,2025-02-28,course,0.7,h,64.2,501.0
1044,2025-03-01,velo,18.79,min,64.2,165.3
1045,2025-01-01,cours,1.17,h,56.5,692.8
1045,2025-01-02,course,43.43,min,56.5,415.1
1045,2025-01-03,velo,33.47,min,56.5,214.6
1045,2025-01-04,velo,73.64,min,56.5,584.6
1045,2025-01-05,velo,35.58,min,56.5,237.2
1045,2025-01-06,velo,0.93,h,56.5,439.0
1045,2025-01-07,course,58.34,min,56.5,584.7
1045,2025-01-08,course,60.3,min,56.5,625.1
1045,2025-01-09,natation,76.03,min,56.5,585.4
1045,2025-01-10,velo,1.16,h,56.5,561.4
1045,2025-01-11,course,25.73,min,56.5,264.5
1045,2025-01-12,velo,76.82,min,56.5,564.7
1045,2025-01-13,velo,0.73,h,56.5,332.7
1045,2025-01-14,velo,40.65,min,56.5,343.9
1045,2025-01-15,velo,39.59,min,56.5,332.6
1045,2025-01-16,course,0.93,h,56.5,599.9
1045,2025-01-17,velo,0.53,h,56.5,260.5
1045,2025-01-18,velò,58.61,min,56.5,483.8
1045,2025-01-19,velo,64.23,min,56.5,529.7
1045,2025-01-20,velo,0.34,h,56.5,150.4
1045,2025-01-21,course,47.42,min,56.5,489.0
1045,2025-01-22,velo,42.91,min,56.5,342.7
1045,2025-01-23,velo,0.73,h,56.5,351.0
1045,2025-01-24,velo,36.04,min,56.5,265.7
1045,2025-01-25,course,1.49,h,56.5,699.9
1045,2025-01-26,course,0.73,h,56.5,437.3
1045,2025-01-27,course,55.54,min,56.5,483.3
1045,2025-01-28,velo,53.3,min,56.5,376.1
1045,2025-01-29,velo,47.56,min,56.5,295.5
1045,2025-01-30,velo,27.15,min,56.5,204.5
1045,2025-01-31,velo,32.95,min,56.5,208.3
1045,2025-02-01,course,24.73,min,56.5,221.4
1045,2025-02-02,run,1.35,h,56.5,815.9
1045,2025-02-03,natation,45.38,min,56.5,399.0
1045,2025-02-04,velo,51.56,min,56.5,365.8
1045,2025-02-05,course,58.45,min,56.5,556.4
1045,2025-02-06,course,64.59,min,56.5,697.4
1045,2025-02-07,natation,45.2,min,56.5,383.2
1045,2025-02-08,natation,34.71,min,56.5,255.1
1045,2025-02-09,course,64.86,min,56.5,717.0
1045,2025-02-10,velo,52.27,min,56.5,310.0
1045,2025-02-11,velo,36.19,min,56.5,240.5
1045,2025-02-12,velo,1.1,h,56.5,477.1
1045,2025-02-13,velo,0.77,h,56.5,355.5
1045,2025-02-14,course,10.0,min,56.5,89.9
1045,2025-02-15,course,27.62,min,,289.4
1045,2025-02-16,course,1.07,h,56.5,607.3
1045,2025-02-17,natation,70.13,min,56.5,577.6
1045,2025-02-18,course,53.0,min,56.5,520.4
1045,2025-02-19,natation,59.99,min,56.5,497.9
1045,2025-02-20,course,40.64,min,56.5,422.9
1045,2025-02-21,velo,51.14,min,56.5,422.3
1045,2025-02-22,natation,52.09,min,56.5,414.9
1045,2025-02-23,course,1.02,h,56.5,506.2
1045,2025-02-24,course,43.09,min,56.5,445.7
1045,2025-02-25,velo,47.9,min,56.5,402.4
1045,2025-02-26,course,75.33,min,56.5,886.3
1045,2025-02-27,velo,44.26,min,56.5,346.2
1045,2025-02-28,velo,26.69,min,56.5,186.7
1045,2025-03-01,natation,1.19,h,56.5,629.2
1046,2025-01-01,course,36.07,min,80.4,573.9
1046,2025-01-02,natation,0.71,h,80.4,437.4
1046,2025-01-03,velo,52.73,min,80.4,621.3
1046,2025-01-04,velo,0.83,h,80.4,528.2
1046,2025-01-05,velò,55.43,min,80.4,645.2
1046,2025-01-06,velo,0.8,h,80.4,470.4
1046,2025-01-07,cours,1.62,h,,1255.3
1046,2025-01-08,course,39.79,min,80.4,517.1
1046,2025-01-09,course,36.72,min,80.4,610.6
1046,2025-01-10,course,48.22,min,80.4,647.0
1046,2025-01-11,velo,25.3,min,80.4,277.0
1046,2025-01-12,natation,1.25,h,80.4,846.2
1046,2025-01-13,natation,53.61,min,80.4,653.7
1046,2025-01-14,velo,0.6,h,80.4,345.0
1046,2025-01-15,course,0.64,h,80.4,649.2
1046,2025-01-16,velo,46.46,min,80.4,505.4
1046,2025-01-17,velo,38.66,min,80.4,344.2
1046,2025-01-18,velò,72.05,min,80.4,789.8
1046,2025-01-19,run,1.07,h,80.4,814.5
1046,2025-01-20,natation,0.64,h,80.4,558.9
1046,2025-01-21,natation,33.42,min,80.4,371.8
1046,2025-01-22,velo,48.64,min,80.4,543.4
1046,2025-01-23,velo,0.95,h,80.4,587.2
1046,2025-01-24,course,0.35,h,80.4,316.1
1046,2025-01-25,velo,49.82,min,80.4,575.4
1046,2025-01-26,velo,57.25,min,80.4,605.0
1046,2025-01-27,course,45.91,min,80.4,660.3
1046,2025-01-28,course,57.42,min,80.4,823.2
1046,2025-01-29,course,43.71,min,80.4,681.2
1046,2025-01-30,run,48.71,min,80.4,649.1
1046,2025-01-31,run,48.6,min,80.4,667.0
1046,2025-02-01,course,32.92,min,80.4,486.7
1046,2025-02-02,velo,41.85,min,80.4,396.1
1046,2025-02-03,natation,1.47,h,80.4,781.7
1046,2025-02-04,velo,49.72,min,80.4,486.8
1046,2025-02-05,natation,91.63,min,80.4,1170.3
1046,2025-02-06,natation,65.66,min,80.4,774.8
1046,2025-02-07,natation,50.25,min,80.4,582.4
1046,2025-02-08,course,1.02,h,80.4,874.9
1046,2025-02-09,natation,33.22,min,80.4,474.4
1046,2025-02-10,course,24.56,min,,293.5
1046,2025-02-11,course,32.07,min,80.4,469.8
1046,2025-02-12,natation,0.49,h,80.4,265.9
1046,2025-02-13,natation,58.14,min,80.4,571.7
1046,2025-02-14,course,1.33,h,80.4,1227.4
1046,2025-02-15,natation,26.04,min,80.4,327.1
1046,2025-02-16,velo,0.67,h,80.4,415.1
1046,2025-02-17,course,43.48,min,80.4,510.1
1046,2025-02-18,natation,77.02,min,80.4,1037.6
1046,2025-02-19,velo,1.21,h,80.4,766.0
1046,2025-02-20,course,0.89,h,80.4,712.5
1046,2025-02-21,course,40.56,min,80.4,680.2
1046,2025-02-22,velo,59.91,min,80.4,665.2
1046,2025-02-23,natation,50.82,min,80.4,503.1
1046,2025-02-24,course,0.86,h,80.4,813.2
1046,2025-02-25,course,66.64,min,80.4,1012.0
1046,2025-02-26,natation,0.97,h,80.4,559.3
1046,2025-02-27,velo,57.94,min,80.4,571.8
1046,2025-02-28,velo,32.16,min,80.4,336.9
1046,2025-03-01,velò,37.12,min,80.4,881.4
1047,2025-01-01,velo,31.93,min,67.8,252.1
1047,2025-01-02,course,74.9,min,67.8,904.7
1047,2025-01-03,natation,53.04,min,67.8,506.5
1047,2025-01-04,course,1.38,h,67.8,1082.6
1047,2025-01-05,course,31.42,min,67.8,343.0
1047,2025-01-06,velo,42.67,min,67.8,359.3
1047,2025-01-07,velo,46.63,min,67.8,458.9
1047,2025-01-08,velo,1.11,h,67.8,631.6
1047,2025-01-09,course,1.47,h,67.8,1037.2
1047,2025-01-10,natation,37.72,min,67.8,326.8
1047,2025-01-11,velo,38.08,min,67.8,286.5
1047,2025-01-12,course,33.23,min,67.8,380.5
1047,2025-01-13,course,76.61,min,67.8,774.6
1047,2025-01-14,velo,45.44,min,67.8,424.5
1047,2025-01-15,natation,10.0,min,67.8,94.6
1047,2025-01-16,velo,66.38,min,67.8,617.0
1047,2025-01-17,course,0.79,h,67.8,606.9
1047,2025-01-18,course,53.44,min,67.8,576.4
1047,2025-01-19,velo,20.28,min,67.8,205.0
1047,2025-01-20,velo,1.19,h,67.8,656.1
1047,2025-01-21,course,0.68,h,67.8,526.2
1047,2025-01-22,velo,1.34,h,67.8,701.2
1047,2025-01-23,velo,46.76,min,67.8,440.2
1047,2025-01-24,course,23.7,min,67.8,293.8
1047,2025-01-25,natation,68.15,min,67.8,703.2
1047,2025-01-26,velo,35.69,min,67.8,285.7
1047,2025-01-27,velo,41.79,min,67.8,342.7
1047,2025-01-28,natation,43.57,min,67.8,484.6
1047,2025-01-29,natation,56.78,min,67.8,609.2
1047,2025-01-30,natation,0.98,h,67.8,557.9
1047,2025-01-31,velo,0.89,h,67.8,548.1
1047,2025-02-01,velo,1.6,h,67.8,823.9
1047,2025-02-02,velo,50.06,min,67.8,508.5
1047,2025-02-03,course,47.73,min,67.8,586.6
1047,2025-02-04,velo,53.67,min,67.8,495.0
1047,2025-02-05,course,28.58,min,67.8,336.4
1047,2025-02-06,course,39.72,min,67.8,421.6
1047,2025-02-07,course,0.83,h,67.8,603.2
1047,2025-02-08,natation,41.11,min,67.8,456.7
1047,2025-02-09,velo,41.09,min,67.8,392.5
1047,2025-02-10,natation,0.7,h,67.8,402.0
1047,2025-02-11,course,1.21,h,67.8,774.7
1047,2025-02-12,natation,38.9,min,67.8,317.4
1047,2025-02-13,course,1.24,h,67.8,797.9
1047,2025-02-14,natation,38.34,min,67.8,361.8
1047,2025-02-15,natation,46.25,min,67.8,410.2
1047,2025-02-16,course,33.06,min,67.8,393.3
1047,2025-02-17,velo,49.1,min,67.8,389.7
1047,2025-02-18,course,0.6,h,67.8,403.7
1047,2025-02-19,velo,39.08,min,67.8,286.9
1047,2025-02-20,velo,59.67,min,67.8,447.9
1047,2025-02-21,velò,0.63,h,67.8,351.9
1047,2025-02-22,natation,0.88,h,67.8,611.7
1047,2025-02-23,course,56.97,min,67.8,660.0
1047,2025-02-24,velo,32.36,min,67.8,281.2
1047,2025-02-25,course,1.46,h,67.8,1078.8
1047,2025-02-26,course,39.56,min,67.8,430.5
1047,2025-02-27,course,50.85,min,67.8,729.5
1047,2025-02-28,velò,24.95,min,67.8,203.5
1047,2025-03-01,course,31.16,min,67.8,375.4
1048,2025-01-01,cours,46.23,min,69.6,531.0
1048,2025-01-02,velo,1.16,h,69.6,719.2
1048,2025-01-03,velo,0.7,h,69.6,368.8
1048,2025-01-04,course,57.59,min,69.6,735.2
1048,2025-01-05,velo,0.9,h,69.6,415.5
1048,2025-01-06,velo,34.74,min,69.6,288.0
1048,2025-01-07,course,45.83,min,69.6,637.7
1048,2025-01-08,course,48.36,min,69.6,654.8
1048,2025-01-09,course,1.34,h,,1157.7
1048,2025-01-10,velo,1.53,h,69.6,829.6
1048,2025-01-11,natation,81.93,min,69.6,960.0
1048,2025-01-12,course,71.83,min,69.6,748.7
1048,2025-01-13,velo,49.73,min,69.6,504.9
1048,2025-01-14,velo,34.41,min,69.6,343.9
1048,2025-01-15,natation,46.95,min,69.6,448.0
1048,2025-01-16,course,70.5,min,69.6,728.9
1048,2025-01-17,velo,40.62,min,69.6,411.9
1048,2025-01-18,course,64.12,min,69.6,675.7
1048,2025-01-19,velo,58.12,min,69.6,576.9
1048,2025-01-20,velo,26.95,min,69.6,282.6
1048,2025-01-21,velo,43.72,min,69.6,385.0
1048,2025-01-22,course,1.21,h,69.6,838.6
1048,2025-01-23,velo,60.17,min,69.6,573.4
1048,2025-01-24,course,32.16,min,69.6,346.8
1048,2025-01-25,velo,63.01,min,69.6,178.7
1048,2025-01-26,velo,30.04,min,69.6,240.3
1048,2025-01-27,velo,0.9,h,69.6,438.0
1048,2025-01-28,velo,0.87,h,69.6,478.2
1048,2025-01-29,course,0.86,h,69.6,557.4
1048,2025-01-30,course,51.74,min,69.6,663.0
1048,2025-01-31,velò,66.74,min,69.6,665.2
1048,2025-02-01,natation,73.95,min,69.6,623.8
1048,2025-02-02,course,0.9,h,69.6,631.4
1048,2025-02-03,natation,74.42,min,69.6,706.2
1048,2025-02-04,natation,54.03,min,69.6,510.8
1048,2025-02-05,velo,0.49,h,69.6,285.5
1048,2025-02-06,velo,0.82,h,69.6,420.7
1048,2025-02-07,natation,49.62,min,69.6,558.3
1048,2025-02-08,course,18.7,min,69.6,255.9
1048,2025-02-09,course,30.89,min,69.6,375.0
1048,2025-02-10,course,32.42,min,69.6,370.1
1048,2025-02-11,velo,1.45,h,69.6,737.1
1048,2025-02-12,velo,65.67,min,69.6,659.1
1048,2025-02-13,velo,49.99,min,69.6,453.6
1048,2025-02-14,natation,61.06,min,69.6,625.4
1048,2025-02-15,velo,42.26,min,69.6,312.3
1048,2025-02-16,velo,39.86,min,69.6,368.3
1048,2025-02-17,natation,53.53,min,69.6,552.9
1048,2025-02-18,velo,65.21,min,69.6,557.9
1048,2025-02-19,natation,1.16,h,69.6,675.8
1048,2025-02-20,velo,44.37,min,69.6,417.7
1048,2025-02-21,velo,1.15,h,69.6,616.7
1048,2025-02-22,course,31.96,min,69.6,338.7
1048,2025-02-23,natation,22.72,min,69.6,227.5
1048,2025-02-24,velo,59.69,min,69.6,623.1
1048,2025-02-25,velo,39.97,min,69.6,397.6
1048,2025-02-26,velo,57.2,min,69.6,563.8
1048,2025-02-27,natation,71.47,min,69.6,639.6
1048,2025-02-28,velo,44.13,min,69.6,378.8
1048,2025-03-01,course,28.97,min,69.6,371.7
1049,2025-01-01,course,26.59,min,96.1,473.3
1049,2025-01-02,course,50.84,min,96.1,771.6
1049,2025-01-03,natation,65.28,min,96.1,763.0
1049,2025-01-04,course,26.52,min,96.1,400.5
1049,2025-01-05,velo,63.44,min,96.1,796.3
1049,2025-01-06,course,65.93,min,96.1,1246.8
1049,2025-01-07,velo,0.95,h,96.1,726.2
1049,2025-01-08,velò,61.93,min,96.1,667.6
1049,2025-01-09,natation,0.63,h,96.1,471.8
1049,2025-01-10,velò,52.15,min,96.1,697.3
1049,2025-01-11,run,0.81,h,96.1,811.9
1049,2025-01-12,course,55.95,min,96.1,845.8
1049,2025-01-13,velo,33.76,min,96.1,392.0
1049,2025-01-14,velo,44.87,min,96.1,585.7
1049,2025-01-15,velo,1.32,h,96.1,854.3
1049,2025-01-16,course,1.58,h,96.1,1634.4
1049,2025-01-17,course,26.74,min,96.1,468.0
1049,2025-01-18,natation,59.04,min,96.1,762.3
1049,2025-01-19,course,0.93,h,96.1,872.6
1049,2025-01-20,velo,18.62,min,96.1,266.8
1049,2025-01-21,course,32.64,min,96.1,531.7
1049,2025-01-22,velo,1.2,h,96.1,848.1
1049,2025-01-23,course,83.88,min,96.1,1498.6
1049,2025-01-24,cours,44.0,min,96.1,749.6
1049,2025-01-25,velo,26.5,min,96.1,320.8
1049,2025-01-26,natation,43.53,min,96.1,506.9
1049,2025-01-27,natation,48.9,min,96.1,642.7
1049,2025-01-28,natation,14.87,min,96.1,208.9
1049,2025-01-29,course,63.03,min,96.1,983.6
1049,2025-01-30,cours,82.04,min,96.1,1320.2
1049,2025-01-31,cours,54.22,min,96.1,931.8
1049,2025-02-01,velo,68.51,min,96.1,777.6
1049,2025-02-02,velo,60.18,min,96.1,860.3
1049,2025-02-03,course,40.83,min,96.1,680.7
1049,2025-02-04,natation,54.24,min,96.1,758.5
1049,2025-02-05,course,44.95,min,96.1,707.8
1049,2025-02-06,natation,1.19,h,96.1,867.2
1049,2025-02-07,natation,28.49,min,96.1,373.0
1049,2025-02-08,velo,28.0,min,96.1,311.5
1049,2025-02-09,course,33.74,min,96.1,586.0
1049,2025-02-10,course,39.0,min,96.1,649.9
1049,2025-02-11,natation,70.19,min,96.1,1158.5
1049,2025-02-12,course,35.57,min,96.1,557.0
1049,2025-02-13,natation,60.3,min,96.1,808.8
1049,2025-02-14,velo,47.31,min,96.1,563.4
1049,2025-02-15,natation,1.07,h,96.1,978.3
1049,2025-02-16,velo,25.99,min,96.1,338.7
1049,2025-02-17,velo,49.28,min,96.1,711.7
1049,2025-02-18,course,45.9,min,96.1,709.1
1049,2025-02-19,course,1.33,h,96.1,1386.7
1049,2025-02-20,course,0.95,h,96.1,899.9
1049,2025-02-21,course,0.55,h,96.1,551.5
1049,2025-02-22,velo,59.2,min,96.1,713.6
1049,2025-02-23,course,14.53,min,96.1,253.2
1049,2025-02-24,course,66.97,min,96.1,1201.4
1049,2025-02-25,course,68.51,min,96.1,1044.0
1049,2025-02-26,natation,1.15,h,96.1,919.3
1049,2025-02-27,velo,30.54,min,96.1,376.1
1049,2025-02-28,velò,45.6,min,96.1,579.3
1049,2025-03-01,velo,1.14,h,96.1,869.2
1050,2025-01-01,velo,60.3,min,65.4,526.2
1050,2025-01-02,natation,54.17,min,65.4,484.8
1050,2025-01-03,course,17.34,min,65.4,174.5
1050,2025-01-04,course,43.96,min,65.4,505.3
1050,2025-01-05,course,27.02,min,65.4,279.1
1050,2025-01-06,natation,45.12,min,65.4,513.1
1050,2025-01-07,velo,54.7,min,65.4,413.6
1050,2025-01-08,course,64.82,min,65.4,728.4
1050,2025-01-09,natation,10.0,min,65.4,94.1
1050,2025-01-10,natation,69.94,min,65.4,616.7
1050,2025-01-11,course,27.68,min,65.4,307.8
1050,2025-01-12,natation,54.71,min,65.4,431.8
1050,2025-01-13,course,46.41,min,65.4,573.7
1050,2025-01-14,velo,14.1,min,65.4,109.1
1050,2025-01-15,velo,0.56,h,65.4,286.0
1050,2025-01-16,velo,55.11,min,65.4,477.5
1050,2025-01-17,velo,1.17,h,65.4,681.5
1050,2025-01-18,course,38.27,min,65.4,392.3
1050,2025-01-19,velo,21.92,min,65.4,198.5
1050,2025-01-20,course,23.92,min,65.4,223.5
1050,2025-01-21,course,0.95,h,65.4,635.4
1050,2025-01-22,course,66.29,min,65.4,719.2
1050,2025-01-23,velo,46.44,min,65.4,459.6
1050,2025-01-24,natation,56.56,min,65.4,490.9
1050,2025-01-25,course,0.84,h,65.4,621.8
1050,2025-01-26,course,58.13,min,65.4,553.4
1050,2025-01-27,velo,38.33,min,65.4,310.2
1050,2025-01-28,velo,0.81,h,65.4,447.7
1050,2025-01-29,velo,1.27,h,65.4,476.5
1050,2025-01-30,natation,52.97,min,65.4,454.2
1050,2025-01-31,cours,54.32,min,65.4,654.3
1050,2025-02-01,course,18.15,min,65.4,176.1
1050,2025-02-02,run,55.65,min,65.4,657.9
1050,2025-02-03,velo,0.98,h,65.4,485.5
1050,2025-02-04,natation,29.65,min,65.4,277.1
1050,2025-02-05,velo,24.53,min,65.4,233.1
1050,2025-02-06,velo,17.56,min,65.4,170.5
1050,2025-02-07,velo,0.99,h,65.4,504.1
1050,2025-02-08,velo,18.95,min,65.4,156.0
1050,2025-02-09,course,15.05,min,65.4,163.4
